Batch_ID,Build,TE_ID,Test_Venue,Simulation_Host,SDL,Batch_Attempts,Total_Init_Time,Variant,Run_Type,Ship,Config_File_Name,Script_File_Name,Section_Number,Section_UID,Procedure_Document,P,F,B,U,Issue
94819,40S03.00_R2,147410,MVDL6,mvdl6-m01-h01,40S03.00_R2_SysTest,1,554,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94820,40S03.00_R2,147543,FARM1,adc-svr-vl613,40S03.00_R2_SysTest,1,540,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94821,40S03.00_R2,147408,FARM1,adc-svr-vl601,40S03.00_R2_SysTest,1,538,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94822,40S03.00_R2,147538,FARM1,adc-svr-vl603,40S03.00_R2_SysTest,1,558,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94823,40S03.00_R2,147526,FARM1,adc-svr-vl547,40S03.00_R2_SysTest,1,532,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94824,40S03.00_R2,147555,FARM1,adc-svr-vl601,40S03.00_R2_SysTest,1,539,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94825,40S03.00_R2,147473,FARM1,adc-svr-vl615,40S03.00_R2_SysTest,2,534,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94826,40S03.00_R2,147575,FARM1,adc-svr-vl615,40S03.00_R2_SysTest,4,538,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94827,40S03.00_R2,147506,FARM1,adc-svr-vl549,40S03.00_R2_SysTest,2,561,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94828,40S03.00_R2,147513,FARM1,adc-svr-vl623,40S03.00_R2_SysTest,1,555,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94829,40S03.00_R2,147475,FARM1,adc-svr-vl619,40S03.00_R2_SysTest,2,550,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94830,40S03.00_R2,147518,FARM1,adc-svr-vl535,40S03.00_R2_SysTest,1,553,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94831,40S03.00_R2,147591,FARM1,adc-svr-vl605,40S03.00_R2_SysTest,4,537,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94832,40S03.00_R2,147435,FARM1,adc-svr-vl535,40S03.00_R2_SysTest,1,538,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94833,40S03.00_R2,147447,FARM1,adc-svr-vl613,40S03.00_R2_SysTest,1,546,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94834,40S03.00_R2,147546,FARM1,adc-svr-vl503,40S03.00_R2_SysTest,1,571,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94835,40S03.00_R2,147449,FARM1,adc-svr-vl507,40S03.00_R2_SysTest,3,534,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
94836,40S03.00_R2,147523,FARM1,adc-svr-vl503,40S03.00_R2_SysTest,2,539,A,Beta,1,t_VMFF_Rx_CANTCO_Com_Prob_Res.xml,datalinks.vmf.t_VMFF_Rx_CANTCO_Com_Prob_Res.py,8a7436f22e3a78d708e894b901731212ed241c1cc65bea1d2f171f5c16ac84f7,TL_VMFF_571,30R06.00-SIT-230,7,0,0,0,N/A
